  0.745045E-04  0.198016E+08  0.198016E+08  0.257040E+08  0.257030E+08  0.198008E+08  0.198016E+08
  0.829624E-04  0.198013E+08  0.198013E+08  0.255387E+08  0.255374E+08  0.198002E+08  0.198013E+08
  0.923803E-04  0.198009E+08  0.198009E+08  0.253350E+08  0.253335E+08  0.197995E+08  0.198009E+08
  0.102867E-03  0.198005E+08  0.198005E+08  0.250845E+08  0.250826E+08  0.197986E+08  0.198005E+08
  0.114545E-03  0.197999E+08  0.197999E+08  0.247771E+08  0.247748E+08  0.197976E+08  0.197999E+08
  0.127548E-03  0.197992E+08  0.197992E+08  0.244007E+08  0.243979E+08  0.197962E+08  0.197992E+08
  0.142028E-03  0.197983E+08  0.197983E+08  0.239412E+08  0.239378E+08  0.197946E+08  0.197983E+08
  0.158151E-03  0.197972E+08  0.197972E+08  0.233825E+08  0.233784E+08  0.197926E+08  0.197972E+08
  0.176104E-03  0.197959E+08  0.197959E+08  0.227064E+08  0.227015E+08  0.197901E+08  0.197959E+08
  0.196096E-03  0.197942E+08  0.197942E+08  0.218930E+08  0.218872E+08  0.197869E+08  0.197942E+08
  0.218356E-03  0.197922E+08  0.197922E+08  0.209216E+08  0.209149E+08  0.197831E+08  0.197921E+08
  0.243144E-03  0.197897E+08  0.197897E+08  0.197724E+08  0.197647E+08  0.197783E+08  0.197896E+08
  0.270746E-03  0.197866E+08  0.197866E+08  0.184284E+08  0.184198E+08  0.197725E+08  0.197865E+08
  0.301482E-03  0.197828E+08  0.197828E+08  0.168797E+08  0.168702E+08  0.197652E+08  0.197826E+08
  0.335706E-03  0.197781E+08  0.197781E+08  0.151278E+08  0.151178E+08  0.197563E+08  0.197779E+08
  0.373816E-03  0.197723E+08  0.197723E+08  0.131924E+08  0.131824E+08  0.197453E+08  0.197722E+08
  0.416252E-03  0.197653E+08  0.197653E+08  0.111180E+08  0.111087E+08  0.197318E+08  0.197651E+08
  0.463505E-03  0.197568E+08  0.197568E+08  0.898024E+07  0.897245E+07  0.197152E+08  0.197565E+08
  0.516122E-03  0.197464E+08  0.197464E+08  0.688730E+07  0.688196E+07  0.196949E+08  0.197461E+08
  0.574713E-03  0.197339E+08  0.197338E+08  0.497385E+07  0.497168E+07  0.196701E+08  0.197335E+08
  0.639955E-03  0.197188E+08  0.197187E+08  0.338053E+07  0.338170E+07  0.196400E+08  0.197183E+08
  0.712603E-03  0.197006E+08  0.197006E+08  0.221733E+07  0.222107E+07  0.196034E+08  0.197000E+08
  0.793498E-03  0.196790E+08  0.196789E+08  0.151609E+07  0.152056E+07  0.195592E+08  0.196782E+08
  0.883577E-03  0.196533E+08  0.196532E+08  0.119310E+07  0.119591E+07  0.195058E+08  0.196524E+08
  0.983881E-03  0.196229E+08  0.196228E+08  0.105818E+07  0.105775E+07  0.194418E+08  0.196217E+08
  0.109557E-02  0.195871E+08  0.195869E+08  0.901375E+06  0.898483E+06  0.193651E+08  0.195856E+08
  0.121994E-02  0.195450E+08  0.195448E+08  0.632264E+06  0.630089E+06  0.192742E+08  0.195432E+08
  0.135843E-02  0.194956E+08  0.194954E+08  0.351645E+06  0.352647E+06  0.191660E+08  0.194935E+08
  0.151264E-02  0.194381E+08  0.194378E+08  0.219083E+06  0.221285E+06  0.190383E+08  0.194355E+08
  0.168436E-02  0.193711E+08  0.193707E+08  0.211115E+06  0.210557E+06  0.188885E+08  0.193680E+08
  0.187557E-02  0.192933E+08  0.192929E+08  0.154657E+06  0.153039E+06  0.187140E+08  0.192896E+08
  0.208848E-02  0.192035E+08  0.192030E+08  0.634368E+05  0.646768E+05  0.185125E+08  0.191991E+08
  0.232557E-02  0.191000E+08  0.190994E+08  0.616475E+05  0.614594E+05  0.182817E+08  0.190948E+08
  0.258957E-02  0.189813E+08  0.189805E+08  0.407018E+05  0.386494E+05  0.180199E+08  0.189751E+08
  0.288354E-02  0.188457E+08  0.188447E+08  0.174450E+05  0.151043E+05  0.177257E+08  0.188385E+08
  0.321088E-02  0.186914E+08  0.186902E+08  0.204971E+05  0.152596E+05  0.173984E+08  0.186831E+08
  0.357538E-02  0.185169E+08  0.185154E+08  0.272397E+04  0.321926E+04  0.170369E+08  0.185074E+08
  0.398126E-02  0.183203E+08  0.183185E+08 -0.356074E+03 -0.522352E+03  0.166403E+08  0.183095E+08
  0.443322E-02  0.180999E+08  0.180977E+08  0.254201E+04  0.141988E+04  0.162070E+08  0.180877E+08
  0.493648E-02  0.178541E+08  0.178514E+08  0.000000E+00  0.000000E+00  0.157348E+08  0.178404E+08
  0.498985E-02  0.178281E+08  0.178253E+08  0.000000E+00  0.000000E+00  0.156854E+08  0.178142E+08
  0.504379E-02  0.178017E+08  0.177989E+08  0.000000E+00  0.000000E+00  0.156356E+08  0.177877E+08
  0.509832E-02  0.177752E+08  0.177723E+08  0.000000E+00  0.000000E+00  0.155853E+08  0.177610E+08
  0.515344E-02  0.177483E+08  0.177454E+08  0.000000E+00  0.000000E+00  0.155346E+08  0.177340E+08
  0.520915E-02  0.177211E+08  0.177182E+08  0.000000E+00  0.000000E+00  0.154835E+08  0.177067E+08
  0.526546E-02  0.176937E+08  0.176907E+08  0.000000E+00  0.000000E+00  0.154320E+08  0.176791E+08
