    0.10000E-03    0.45548E+03
    0.10202E-03    0.46434E+03
    0.10408E-03    0.47336E+03
    0.10618E-03    0.48256E+03
    0.10833E-03    0.49193E+03
    0.11052E-03    0.50149E+03
    0.11275E-03    0.51124E+03
    0.11503E-03    0.52117E+03
    0.11735E-03    0.53130E+03
    0.11972E-03    0.54163E+03
    0.12214E-03    0.55215E+03
    0.12461E-03    0.56288E+03
    0.12712E-03    0.57382E+03
    0.12969E-03    0.58497E+03
    0.13231E-03    0.59634E+03
    0.13499E-03    0.60792E+03
    0.13771E-03    0.61974E+03
    0.14049E-03    0.63178E+03
    0.14333E-03    0.64406E+03
    0.14623E-03    0.65657E+03
    0.14918E-03    0.66933E+03
    0.15220E-03    0.68233E+03
    0.15527E-03    0.69559E+03
    0.15841E-03    0.70911E+03
    0.16161E-03    0.72289E+03
    0.16487E-03    0.73693E+03
    0.16820E-03    0.75125E+03
    0.17160E-03    0.76585E+03
    0.17507E-03    0.78073E+03
    0.17860E-03    0.79590E+03
    0.18221E-03    0.81136E+03
    0.18589E-03    0.82713E+03
    0.18965E-03    0.84320E+03
    0.19348E-03    0.85958E+03
    0.19739E-03    0.87628E+03
    0.20138E-03    0.89330E+03
    0.20544E-03    0.91066E+03
    0.20959E-03    0.92835E+03
    0.21383E-03    0.94639E+03
    0.21815E-03    0.96477E+03
    0.22255E-03    0.98351E+03
    0.22705E-03    0.10026E+04
    0.23164E-03    0.10221E+04
    0.23632E-03    0.10420E+04
    0.24109E-03    0.10622E+04
    0.24596E-03    0.10828E+04
    0.25093E-03    0.11039E+04
    0.25600E-03    0.11253E+04
    0.26117E-03    0.11472E+04
    0.26645E-03    0.11694E+04
    0.27183E-03    0.11921E+04
    0.27732E-03    0.12153E+04
    0.28292E-03    0.12389E+04
    0.28864E-03    0.12630E+04
    0.29447E-03    0.12875E+04
    0.30042E-03    0.13125E+04
    0.30649E-03    0.13380E+04
    0.31268E-03    0.13640E+04
    0.31899E-03    0.13904E+04
    0.32544E-03    0.14174E+04
    0.33201E-03    0.14450E+04
    0.33872E-03    0.14730E+04
    0.34556E-03    0.15016E+04
    0.35254E-03    0.15307E+04
    0.35966E-03    0.15605E+04
    0.36693E-03    0.15907E+04
    0.37434E-03    0.16216E+04
    0.38190E-03    0.16531E+04
    0.38962E-03    0.16852E+04
    0.39749E-03    0.17179E+04
    0.40552E-03    0.17512E+04
    0.41371E-03    0.17852E+04
    0.42207E-03    0.18198E+04
    0.43060E-03    0.18551E+04
    0.43929E-03    0.18911E+04
    0.44817E-03    0.19277E+04
    0.45722E-03    0.19651E+04
    0.46646E-03    0.20032E+04
    0.47588E-03    0.20420E+04
